Institute,Course,GOPEN,GSC,GSEBC,LOPEN,LST,LOBC,EWS,GST,GOBC,LSEBC,LSC,GNTA,GNTB,GNTC,DEFR-OBC,PWDR-OBC,LNTA,LNTC,LNTD,PWD-O,DEF-O,LNTB,GNTD,MI,ORP,PWDR-SC,DEFR-SC,DEFR-SEBC,PWDR-SEBC,DEFR-ST,DEFR-NTB,DEFR-NTA
"6272 Dr. D. Y. Patil Pratishthans D.Y.Patil College of Engineering Akurdi, Pune (Un-Aided)",Electronics and Telecommunication Engg,88.00%,84.44%,87.50%,87.71%,,86.24%,83.26%,,87.18%,87.16%,79.71%,86.00%,87.71%,,,,,86.74%,84.00%,,,83.76%,,,,,,,,,,
"6272 Dr. D. Y. Patil Pratishthans D.Y.Patil College of Engineering Akurdi, Pune (Un-Aided)",Instrumentation Engineering,84.94%,80.47%,,83.82%,,76.00%,68.64%,,77.76%,76.94%,,,,84.47%,,,67.65%,,,,,,,,,,,,,,,
"6272 Dr. D. Y. Patil Pratishthans D.Y.Patil College of Engineering Akurdi, Pune (Un-Aided)",Mechanical Engineering,85.90%,82.67%,84.51%,77.80%,,76.53%,75.90%,,83.85%,83.95%,71.95%,79.18%,,85.18%,,,,,,,67.07%,83.64%,83.33%,,,,,,,,,
"6272 Dr. D. Y. Patil Pratishthans D.Y.Patil College of Engineering Akurdi, Pune (Un-Aided)",Artificial Intelligence and Data Science,90.88%,86.74%,90.73%,91.19%,,91.03%,85.83%,,90.74%,90.91%,83.37%,86.97%,,,79.43%,,,90.17%,,,,,89.26%,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Computer Engineering,94.46%,92.46%,94.19%,94.50%,,94.00%,91.43%,89.47%,94.29%,94.44%,91.31%,,93.94%,93.95%,88.74%,92.93%,91.26%,,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Information Technology,94.17%,91.93%,94.00%,94.00%,78.91%,93.84%,90.63%,84.57%,94.15%,93.94%,90.91%,92.63%,93.09%,93.09%,,88.74%,,,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,92.25%,86.65%,90.76%,91.16%,,90.17%,86.47%,76.65%,91.60%,,84.58%,88.29%,90.59%,,80.97%,,,88.24%,87.20%,71.03%,81.24%,86.33%,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Instrumentation and Control Engineering,90.70%,83.06%,,86.06%,,,79.38%,,88.70%,83.12%,,,,85.03%,66.06%,,78.40%,,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Chemical Engineering,85.61%,71.83%,83.30%,83.03%,,81.56%,76.97%,,84.33%,,,,,81.80%,,,,,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Mechanical Engineering,91.59%,87.18%,90.21%,88.47%,,86.51%,84.86%,67.44%,90.21%,,,,,,,,83.69%,76.73%,89.03%,,,,90.05%,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),93.94%,91.35%,93.71%,93.16%,,92.88%,89.94%,80.94%,93.54%,,,91.26%,,92.63%,,87.89%,,,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Computer Science and Engineering (Artificial Intelligence),93.26%,90.74%,92.92%,92.88%,,92.69%,89.50%,82.29%,93.20%,,,91.20%,,,,69.26%,,91.03%,,,,,,,,,,,,,,
"6273 Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune (Un-Aided Autonomous)",Artificial Intelligence and Data Science,93.24%,90.40%,93.03%,93.12%,76.50%,92.80%,89.26%,80.12%,93.12%,92.69%,90.29%,,92.46%,91.20%,87.35%,,90.17%,,,,,91.14%,91.47%,,,,,,87.77%,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Computer Engineering,93.06%,,,93.12%,66.56%,,88.06%,,92.91%,92.81%,89.26%,,,,,,,,,,,,,,,,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Information Technology,92.80%,88.69%,,93.00%,,,87.38%,,92.63%,92.06%,,,,,,,,,,,,,,,,,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Electrical Engineering,89.05%,87.33%,87.83%,91.10%,,86.72%,84.17%,65.82%,88.56%,87.50%,83.78%,,,,90.42%,,74.41%,83.11%,85.94%,,,78.94%,,,,79.83%,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Electronics and Telecommunication Engg,88.29%,82.41%,87.83%,89.12%,,88.05%,82.91%,,87.06%,,83.49%,,84.17%,,,,,,,,,,81.71%,,,,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Mechanical Engineering,82.67%,69.89%,74.53%,69.77%,,77.28%,63.35%,,78.33%,69.27%,66.00%,71.33%,75.85%,72.62%,,,,,,,,,72.88%,,,,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Printing Technology,76.69%,63.31%,68.85%,74.15%,,,71.54%,63.85%,66.00%,70.31%,,,,,,,,,,,,,,,,,,,,,,
"6274 Pune Vidyarthi Grihas College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune (Un-Aided)",Artificial Intelligence and Data Science,90.69%,87.13%,,91.03%,,,84.40%,,90.51%,90.40%,,,,,,,,,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Civil Engineering,71.53%,58.00%,67.53%,72.16%,,70.89%,,,67.11%,,,,,,,,,,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Computer Engineering,87.09%,82.46%,86.69%,91.19%,,,73.76%,,84.87%,,,,75.00%,85.60%,,,,,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Information Technology,86.00%,,84.56%,86.11%,,84.69%,,,,,78.40%,,,,,,,,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Electrical Engineering,83.27%,82.94%,81.33%,82.59%,,75.19%,73.94%,,82.67%,,,,,,,,75.44%,80.44%,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Electronics and Telecommunication Engg,82.88%,,81.47%,82.41%,,,77.65%,,77.49%,,76.59%,,,,,,,,,,,,,,,,,,,,,
"6275 Shivnagar Vidya Prasarak Mandals College of Engineering, Malegaon-Baramati (Un-Aided)",Mechanical Engineering,72.15%,67.28%,65.95%,74.97%,,,,,66.21%,,,,67.08%,70.31%,,,,,,,,,,,,,,,,,,
"6276 MKSSSs Cummins College of Engineering for Women, Karvenagar,Pune (Un-Aided Autonomous)",Computer Engineering,,,,94.97%,85.80%,94.74%,94.06%,,,94.29%,92.00%,,,,83.73%,86.47%,93.40%,93.33%,91.73%,,,,,,,,,,,,,
"6276 MKSSSs Cummins College of Engineering for Women, Karvenagar,Pune (Un-Aided Autonomous)",Information Technology,,,,94.63%,82.34%,94.57%,93.11%,,,94.06%,91.24%,,,,,,,,,,,,,,,,,,,,,
"6276 MKSSSs Cummins College of Engineering for Women, Karvenagar,Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,,,,92.06%,,90.76%,86.47%,,,91.94%,87.71%,,,,82.00%,,85.94%,91.17%,88.94%,,,,,,,,,,81.18%,,,
"6276 MKSSSs Cummins College of Engineering for Women, Karvenagar,Pune (Un-Aided Autonomous)",Instrumentation and Control Engineering,,,,86.28%,,84.76%,74.97%,,,84.82%,75.89%,,,,,,68.06%,,71.16%,,,,,,,,,,,,,
"6276 MKSSSs Cummins College of Engineering for Women, Karvenagar,Pune (Un-Aided Autonomous)",Mechanical Engineering,,,,88.51%,,87.07%,87.79%,,,88.41%,78.36%,,,,,,,,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Civil Engineering,73.00%,64.73%,,66.46%,,,65.68%,,70.78%,,,,69.42%,65.53%,,,,,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Computer Science and Engineering,86.00%,84.79%,,88.00%,,87.81%,74.97%,,85.71%,85.94%,,,,,,,,,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Information Technology,82.91%,73.43%,82.34%,83.31%,,,73.00%,,82.38%,,73.26%,67.19%,,,,,,78.50%,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Artificial Intelligence (AI) and Data Science,80.97%,66.69%,,81.71%,,80.75%,70.23%,,80.06%,81.12%,,57.42%,,80.74%,,,,,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Electronics and Telecommunication Engg,78.24%,75.00%,75.37%,79.88%,,76.38%,72.00%,,73.18%,70.74%,78.47%,,67.09%,,,,71.12%,72.17%,,,,,,,,,,,,,,
"6277 Dr. J. J. Magdum Charitable Trusts Dr. J.J. Magdum College of Engineering, Jaysingpur (Un-Aided)",Mechanical Engineering,54.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Civil Engineering,89.05%,85.16%,84.05%,89.21%,,85.26%,76.32%,66.00%,84.05%,81.68%,84.05%,87.16%,,87.73%,,,,,,80.26%,77.33%,83.36%,83.74%,,,70.58%,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Robotics and Automation,90.69%,,,88.91%,,,,,84.89%,,79.80%,,,,,,,,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Computer Engineering,92.40%,88.86%,,94.17%,,92.57%,87.03%,,92.06%,91.13%,,89.49%,,89.14%,,,,,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Electrical Engineering,88.89%,85.50%,88.00%,86.44%,,84.89%,82.28%,71.11%,86.56%,85.89%,82.06%,,87.11%,,,,73.38%,,80.39%,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Electronics and Telecommunication Engg,89.24%,,,89.59%,,,82.65%,,88.00%,87.76%,81.06%,,,,,,,,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Electronics Engineering ( VLSI Design and Technology),81.00%,73.53%,74.12%,85.12%,,73.76%,79.47%,,79.47%,,,,79.44%,,,,,60.71%,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Chemical Engineering,69.72%,,62.00%,76.33%,,75.40%,75.46%,,62.06%,,,61.38%,,61.50%,,,,,,,,,,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Mechanical Engineering,84.00%,80.92%,79.74%,78.36%,,74.21%,72.50%,71.47%,81.59%,77.33%,71.54%,76.15%,,82.47%,,,,,,,65.87%,79.33%,79.54%,,,,,,,,,
"6278 All India Shri Shivaji Memorial Societys College of Engineering, Pune (Un-Aided)",Mechanical Engineering[Sandwich],77.18%,69.40%,67.74%,81.08%,,73.67%,67.49%,,73.74%,,65.88%,,68.43%,,,,,60.00%,,,,,,,,,,,,,,
"6281 Modern Education Societys College of Engineering, Pune (Un-Aided)",Computer Engineering,90.25%,87.09%,89.94%,90.40%,,90.34%,83.00%,,90.15%,,88.11%,87.30%,,89.87%,,,,,,,,,88.91%,,,,,,,,,
"6281 Modern Education Societys College of Engineering, Pune (Un-Aided)",Electronics and Telecommunication Engg,84.05%,77.71%,82.88%,83.33%,,82.12%,70.78%,,82.40%,,77.18%,,81.71%,,,,76.22%,77.37%,75.09%,,77.82%,,,,,,,,,,,
"6281 Modern Education Societys College of Engineering, Pune (Un-Aided)",Mechanical Engineering,79.69%,69.76%,74.31%,67.69%,,65.85%,62.72%,,71.19%,,68.05%,67.06%,75.29%,68.15%,,,,,,,,,69.08%,,,,,,,,,
"6281 Modern Education Societys College of Engineering, Pune (Un-Aided)",Automation and Robotics,82.53%,77.60%,76.61%,81.27%,,79.61%,68.80%,,79.50%,,78.11%,,,78.24%,,,,,,,,77.39%,,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Computer Engineering,92.63%,88.69%,,92.87%,,92.00%,85.76%,,92.16%,91.03%,,,,,,69.20%,86.80%,88.57%,,,,,,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Information Technology,91.54%,,,91.77%,,,85.37%,,91.53%,91.00%,88.53%,,,,,,,,,,,,,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Electrical Engineering,87.89%,83.44%,87.50%,90.72%,,88.06%,85.45%,71.67%,87.44%,,78.72%,,86.14%,,,,,,,,,,83.12%,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,87.88%,83.59%,87.27%,87.82%,,87.49%,79.53%,,86.71%,,,82.65%,,86.82%,,,,,,,,,,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Instrumentation Engineering,77.59%,66.39%,73.82%,80.11%,,73.18%,60.20%,,74.06%,,,,72.47%,71.47%,,,,,,,,,67.11%,,,,,,,,,
"6282 All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune (Un-Aided Autonomous)",Artificial Intelligence and Data Science,90.50%,86.80%,89.93%,90.88%,,90.11%,84.69%,,90.06%,,,87.06%,,,,,,85.20%,,,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Aeronautical Engineering,68.35%,,,69.71%,,67.26%,70.23%,,,,,,,,,,,66.82%,,,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Civil Engineering,75.00%,66.68%,69.47%,76.00%,,59.11%,66.37%,,64.11%,75.89%,68.47%,66.86%,75.00%,63.58%,,,,,73.16%,69.05%,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Computer Science and Engineering,89.14%,87.95%,,90.46%,,89.26%,80.88%,,88.19%,89.37%,,,,89.03%,,,84.00%,,,,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,87.06%,81.77%,,88.29%,,,79.60%,,85.83%,86.97%,,,,,,,,,,,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Electrical Engineering,84.83%,81.00%,83.28%,85.39%,,82.67%,77.82%,,81.50%,,,,,,,,,82.72%,,,,73.67%,73.28%,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Food Technology,,,,58.25%,,,71.09%,,,,,,,,,,,,,,,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Mechanical Engineering,75.64%,53.95%,57.44%,71.38%,,58.97%,66.59%,,72.97%,,,,,,,,74.22%,,,,71.64%,,,,,,,,,,,
"6283 Annasaheb Dange College of Engineering and Technology, Ashta, Sangli (Un-Aided Autonomous)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),85.94%,71.81%,,87.54%,,85.54%,77.94%,,85.26%,86.63%,,,,,,,,79.20%,,,,78.31%,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Civil Engineering,81.47%,77.00%,77.79%,82.68%,,75.95%,,,75.00%,77.95%,70.00%,,,73.27%,,,74.11%,,,,,,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Computer Engineering,89.20%,82.80%,,89.94%,,88.69%,81.77%,,88.25%,88.57%,,85.88%,,,,,,,,,,,86.91%,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Information Technology,89.75%,,88.11%,89.03%,,88.17%,78.57%,,,,78.51%,,,,,,,,,,,,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Electrical Engineering,87.11%,77.33%,84.22%,85.17%,,,78.44%,,84.78%,,,71.39%,,,,,,,,,,,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,83.18%,81.65%,,84.06%,,83.49%,63.24%,,,84.00%,,,,,,,,,,,,,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Mechanical Engineering,80.51%,,78.41%,80.60%,,,,,73.68%,,78.10%,,,,,,,,,,,,,,,,,,,,,
"6284 Vidya Pratishthans Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune (Un-Aided Autonomous)",Artificial Intelligence and Data Science,87.60%,83.72%,,88.11%,,87.14%,77.43%,,86.29%,88.06%,,,,85.03%,,,64.19%,,,,,,,,,,,,,,,
"6285 Bharati Vidyapeeths College of Engineering for Women, Katraj, Dhankawadi, Pune (Un-Aided)",Computer Engineering,,,,91.09%,,89.60%,88.38%,,,89.83%,87.71%,,,,,,,,,,,,,,,,,,,,,
"6285 Bharati Vidyapeeths College of Engineering for Women, Katraj, Dhankawadi, Pune (Un-Aided)",Information Technology,,,,89.53%,68.44%,89.20%,83.66%,,,89.38%,87.20%,,,,,,83.60%,87.66%,,,,,,,,,,,,,,
"6285 Bharati Vidyapeeths College of Engineering for Women, Katraj, Dhankawadi, Pune (Un-Aided)",Electronics and Telecommunication Engg,,,,81.78%,,79.65%,74.97%,,,80.71%,72.82%,,,,,,75.88%,76.35%,67.55%,,76.35%,78.76%,,,,,,,,,,
"6288 Bharati Vidyapeeths College of Engineering, Kolhapur (Un-Aided)",Civil Engineering,70.26%,58.06%,69.79%,67.16%,,,,,54.21%,,,,,63.21%,,,,,,,,,,,,,,,,,,
"6288 Bharati Vidyapeeths College of Engineering, Kolhapur (Un-Aided)",Computer Science and Engineering,85.20%,81.89%,84.97%,87.09%,,85.09%,79.20%,,83.83%,,82.34%,,82.69%,,,,,,,,,,,,,,,,,,,
"6288 Bharati Vidyapeeths College of Engineering, Kolhapur (Un-Aided)",Electronics and Telecommunication Engg,81.88%,73.76%,80.65%,83.00%,,80.35%,81.00%,,79.88%,81.18%,,,,,,,81.53%,76.06%,,,,,,,,,,,,,,
"6288 Bharati Vidyapeeths College of Engineering, Kolhapur (Un-Aided)",Mechanical Engineering,73.00%,62.21%,66.67%,66.69%,,,65.79%,,66.21%,,61.79%,70.97%,,,,,,,,,,,,,,,,,,,,
"6288 Bharati Vidyapeeths College of Engineering, Kolhapur (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),83.89%,80.40%,83.38%,84.29%,,83.20%,69.14%,,83.44%,,75.43%,,,,,,72.63%,,,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Civil Engineering,90.93%,87.00%,88.21%,91.67%,,89.82%,85.21%,80.00%,90.05%,91.27%,86.21%,89.53%,84.74%,90.93%,89.63%,,,,,,,,,,,80.63%,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Engineering,93.65%,91.06%,93.60%,93.71%,75.66%,93.66%,90.40%,84.74%,93.60%,93.66%,90.11%,,92.60%,,83.03%,81.63%,89.93%,92.63%,91.44%,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Information Technology,93.42%,89.80%,93.26%,93.43%,,93.27%,89.75%,78.40%,93.26%,,,90.57%,,91.09%,82.84%,,,,,,,91.66%,91.20%,,,73.71%,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,90.29%,84.47%,89.29%,90.17%,,89.16%,84.88%,,89.13%,89.83%,84.12%,86.82%,,,,,,,86.60%,,,81.78%,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Mechanical Engineering,87.59%,84.24%,84.10%,79.85%,,76.82%,77.00%,78.00%,86.31%,79.69%,66.40%,86.26%,81.49%,84.26%,72.31%,,,,,,81.08%,,83.13%,,,,,,,,78.72%,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),92.33%,,,92.55%,,,88.80%,78.28%,91.71%,92.40%,87.14%,,,,,,89.94%,,,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Science and Engineering(Data Science),91.47%,88.59%,,92.06%,61.20%,91.03%,87.89%,,91.43%,91.00%,,,,,,,,,,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Science and Engineering (Artificial Intelligence),91.37%,88.80%,91.31%,91.37%,,91.12%,87.83%,72.07%,91.26%,,89.77%,,90.82%,,,,,,,,,,90.92%,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),92.00%,,91.67%,91.14%,73.49%,90.63%,86.76%,,90.71%,,90.22%,,,,,,,,,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Computer Engineering (Software Engineering),91.94%,,,91.88%,70.63%,,87.77%,,91.53%,91.07%,88.63%,89.65%,,,,,,,,,,,,,,,,,,,,
"6289 B.R.A.C.Ts Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune (Un-Aided Autonomous)",Artificial Intelligence and Data Science,92.07%,89.50%,91.66%,92.35%,,91.80%,88.86%,69.87%,91.50%,,87.94%,,,,85.71%,,87.49%,89.14%,,,,89.49%,,,,,,,,,,
"6293 Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (Un-Aided)",Computer Science and Engineering,76.63%,65.31%,63.26%,78.40%,,75.20%,75.43%,,73.20%,74.97%,72.69%,70.36%,74.97%,71.83%,,,52.06%,,,,,,,,,,,,,,,
"6293 Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (Un-Aided)",Electrical Engineering,76.36%,68.06%,63.94%,76.78%,,70.46%,66.56%,,67.50%,,66.94%,68.61%,,68.56%,,,,,,,,,,,,,,,,,,
"6293 Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (Un-Aided)",Electronics and Telecommunication Engg,76.94%,67.65%,,78.29%,,73.24%,74.97%,,71.71%,,,,,,,,66.47%,75.53%,,,,,,,,,,,,,,
"6293 Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistans Bramhadevdada Mane Institute of Technology, Solapur (Un-Aided)",Mechanical Engineering,72.82%,,,65.90%,,,70.82%,,55.28%,,,,,,,,,,,,,,,,,,,,,,,
"6298 Zeal Education Societys Zeal College of Engineering & Reserch, Narhe, Pune (Un-Aided)",Civil Engineering,76.95%,69.21%,,79.26%,,71.65%,,,62.95%,76.47%,66.86%,,58.42%,69.89%,,,,,75.31%,,,,,,,,,,,,,
"6298 Zeal Education Societys Zeal College of Engineering & Reserch, Narhe, Pune (Un-Aided)",Robotics and Automation,81.89%,77.20%,,81.33%,,79.49%,68.06%,,80.24%,79.89%,,,,,,,77.37%,71.43%,,,,,,,,,,,,,,
"6298 Zeal Education Societys Zeal College of Engineering & Reserch, Narhe, Pune (Un-Aided)",Computer Engineering,87.77%,82.97%,87.09%,88.57%,,87.60%,79.60%,,86.47%,,83.54%,82.97%,86.97%,87.03%,60.00%,,,,,,,,,,,,,,,,,
"6298 Zeal Education Societys Zeal College of Engineering & Reserch, Narhe, Pune (Un-Aided)",Information Technology,86.00%,82.34%,85.94%,86.46%,,86.29%,75.50%,,85.77%,85.60%,82.97%,82.69%,,84.80%,65.92%,,,,,76.87%,82.17%,85.26%,84.58%,,,,,,,,,
"6298 Zeal Education Societys Zeal College of Engineering & Reserch, Narhe, Pune (Un-Aided)",Electrical Engineering,81.18%,73.89%,78.61%,78.44%,,77.51%,70.78%,,79.67%,,,81.06%,,,,,,,,,,,79.94%,,,,,,,,,
